,image_name,noise_level,Y_H,consensus,expert1,expert2,expert3,model_p0,model_p1,model_p2,model_pred_int
1805,n04111531_807,110,"[0, 0, 2]",0,0,0,2,0.5105402160785681,0.0703148908348041,0.41914489308662767,0
1806,n02108422_12370,110,"[1, 1, 1]",1,1,1,1,0.0034700110133130627,0.9942965705531241,0.0022334184335627617,1
1807,n04429376_24073,125,"[0, 1, 1]",1,0,1,1,0.1935177194178598,0.6619970742782825,0.14448520630385764,1
1808,n03041632_79317,125,"[0, 0, 2]",0,0,0,2,0.994627045219915,0.0034836576910759615,0.001889297089008992,0
1809,n02106550_6482,125,"[2, 1, 1]",1,2,1,1,0.007832984983815967,0.9865947704062317,0.0055722446099523305,1
1810,n03983396_11715,125,"[0, 0, 0]",0,0,0,0,0.7094397190791388,0.16209503172717085,0.1284652491936903,0
1811,n02690373_19134,110,"[2, 2, 2]",2,2,2,2,4.538709560759278e-07,2.921196574227173e-07,0.9999992540093865,2
1812,n02134084_22426,125,"[1, 1, 1]",1,1,1,1,2.2095586101518773e-05,0.9999747987818333,3.1056320653598913e-06,1
1813,n02835271_5113,110,"[2, 2, 2]",2,2,2,2,0.00663134492047121,0.0013393985489824004,0.9920292565305466,2
1814,n03041632_2630,125,"[0, 0, 1]",0,0,0,1,0.9208169250291013,0.05408004153293353,0.025103033437965168,0
1815,n04505470_10211,125,"[0, 0, 2]",0,0,0,2,0.9825727238282735,0.003596192741642881,0.013831083430083536,0
1816,n02134418_4110,125,"[0, 1, 1]",1,0,1,1,0.002119879052946893,0.9949953627822672,0.0028847581647857804,1
1817,n04273569_3598,110,"[2, 2, 2]",2,2,2,2,1.8507149289984045e-08,1.8976489955897225e-07,0.9999997917279512,2
1818,n03196217_4970,125,"[0, 0, 2]",0,0,0,2,0.8481383004734769,0.03891282524216472,0.11294887428435839,0
1819,n04111531_12903,125,"[0, 0, 0]",0,0,0,0,0.7607539445986569,0.04391415511722999,0.19533190028411304,0
1820,n02504013_5087,125,"[1, 1, 1]",1,1,1,1,0.0003389767745618309,0.9990369558849095,0.0006240673405288126,1
1821,n03792782_14160,125,"[2, 1, 2]",2,2,1,2,0.0009514262068197772,0.001783785762320887,0.9972647880308595,2
1822,n04099969_17404,110,"[0, 0, 0]",0,0,0,0,0.9999997064792835,1.966560258074854e-07,9.686469072768376e-08,0
1823,n03041632_11495,125,"[0, 0, 1]",0,0,0,1,0.13427368338829185,0.7504101901499629,0.11531612646174555,1
1824,n02951358_31181,125,"[2, 1, 2]",2,2,1,2,0.0625765149702832,0.019453187908480284,0.9179702971212365,2
1825,n04548280_8246,110,"[0, 0, 0]",0,0,0,0,0.9999982057620508,8.109704967567327e-07,9.83267452546964e-07,0
1826,n04111531_4585,125,"[0, 0, 2]",0,0,0,2,0.9945039260356123,0.00019285745594781013,0.005303216508439808,0
1827,n02096437_1559,110,"[2, 1, 1]",1,2,1,1,3.559350558797185e-07,0.9999992571120805,3.8695286377416034e-07,1
1828,n02133161_5822,110,"[2, 1, 1]",1,2,1,1,0.00014398130980254744,0.9997026687082098,0.00015334998198776224,1
1829,n02690373_7432,125,"[2, 2, 2]",2,2,2,2,0.003503753938848943,0.0029613986819296517,0.9935348473792213,2
1830,n03983396_8837,110,"[0, 0, 0]",0,0,0,0,0.9982945745208676,0.0010913751650402528,0.0006140503140920905,0
1831,n04111531_7965,110,"[0, 0, 0]",0,0,0,0,0.8020952996156097,0.022393787904058538,0.17551091248033213,0
1832,n04111531_5643,125,"[0, 0, 2]",0,0,0,2,0.21815513449265325,0.00538658131429823,0.7764582841930486,2
1833,n03085013_25809,110,"[0, 0, 2]",0,0,0,2,0.2812985703464052,0.6605841426379632,0.05811728701563165,1
1834,n02708093_1128,110,"[0, 0, 2]",0,0,0,2,0.3171540332563671,0.0016819857967287004,0.6811639809469041,2
1835,n04111531_21822,125,"[0, 0, 2]",0,0,0,2,0.9930621756746092,0.00023163284213230427,0.006706191483258376,0
1836,n02823428_1493,110,"[0, 0, 0]",0,0,0,0,0.9999400558720457,1.811634977537693e-05,4.182777817888288e-05,0
1837,n02504013_93,110,"[0, 1, 1]",1,0,1,1,0.00041897307055929593,0.9995615363074772,1.94906219635034e-05,1
1838,n01558993_4297,110,"[1, 1, 1]",1,1,1,1,0.0022318236512255123,0.9973410499421477,0.0004271264066269224,1
1839,n02133161_10324,110,"[1, 1, 1]",1,1,1,1,3.3329584445937134e-05,0.9999391992883848,2.7471127169365643e-05,1
1840,n02791124_4261,125,"[0, 0, 0]",0,0,0,0,0.99666979179936,0.0014106026524037861,0.0019196055482363127,0
1841,n02835271_2594,125,"[2, 2, 2]",2,2,2,2,3.169306728124308e-07,8.220547478200153e-07,0.9999988610145795,2
1842,n04111531_4370,125,"[0, 0, 0]",0,0,0,0,0.9903431741730271,0.0002447305443674803,0.009412095282605542,0
1843,n02105641_8995,125,"[1, 1, 1]",1,1,1,1,6.19953848297065e-06,0.9999862312657407,7.569195776369576e-06,1
1844,n04111531_5756,125,"[0, 0, 2]",0,0,0,2,0.38493547031633313,0.013585467396410263,0.6014790622872566,2
1845,n02504013_10410,125,"[1, 1, 1]",1,1,1,1,4.676461611260126e-05,0.9999219951529774,3.124023090994865e-05,1
1846,n02690373_9318,110,"[2, 2, 2]",2,2,2,2,1.2267184256316512e-06,2.622879973460543e-06,0.999996150401601,2
1847,n02109525_23299,110,"[1, 1, 1]",1,1,1,1,9.77215264334316e-10,0.9999999907672721,8.255512555205132e-09,1
1848,n02504458_1302,110,"[1, 1, 1]",1,1,1,1,0.00010773665456204763,0.9998419718494568,5.02914959809822e-05,1
1849,n02091134_12017,125,"[0, 1, 1]",1,0,1,1,0.04803555975838967,0.9095841156025107,0.04238032463909959,1
1850,n03344393_5423,125,"[2, 2, 2]",2,2,2,2,2.4689896296480273e-05,0.00023832104681120305,0.9997369890568925,2
1851,n03662601_22726,125,"[2, 0, 2]",2,2,0,2,0.11610124271040652,0.010505073769939107,0.8733936835196543,2
1852,n02951358_10162,110,"[2, 2, 2]",2,2,2,2,1.9281211675689173e-06,3.2270036101188895e-06,0.9999948448752224,2
1853,n04505470_286,110,"[0, 0, 0]",0,0,0,0,0.7957655923378841,0.022708766651326637,0.1815256410107891,0
1854,n03196217_8251,110,"[0, 0, 0]",0,0,0,0,0.8932258516511485,0.0695584837470038,0.03721566460184774,0
1855,n02123597_11798,110,"[2, 1, 1]",1,2,1,1,0.0021051026393512796,0.9976908614738069,0.00020403588684177112,1
1856,n04548280_1947,125,"[0, 0, 0]",0,0,0,0,0.9990174496133493,0.0006726523302589629,0.0003098980563919166,0
1857,n03792782_4210,125,"[2, 2, 2]",2,2,2,2,0.0024903392945444937,0.0009601453400732473,0.9965495153653824,2
1858,n02109047_26931,110,"[2, 1, 1]",1,2,1,1,0.02759844661067883,0.9436019462681939,0.028799607121127252,1
1859,n02504013_1455,110,"[2, 1, 1]",1,2,1,1,0.007549577309225835,0.9859685797348026,0.006481842955971549,1
1860,n03196217_8726,110,"[0, 0, 0]",0,0,0,0,0.9956648204620032,0.0011799967853595517,0.0031551827526373638,0
1861,n03041632_42472,110,"[0, 0, 0]",0,0,0,0,0.9999996828234536,6.282429796967865e-08,2.543522486131444e-07,0
1862,n03376595_7959,110,"[0, 0, 1]",0,0,0,1,0.5235124955906191,0.4562540723147818,0.020233432094599293,0
1863,n02099849_1285,110,"[1, 1, 1]",1,1,1,1,7.8136510051384e-05,0.9999155092881937,6.354201754764954e-06,1
1864,n04285008_7082,125,"[2, 2, 2]",2,2,2,2,0.001136609060697118,0.0006161365533271266,0.9982472543859756,2
1865,n02123394_2461,125,"[0, 1, 1]",1,0,1,1,8.09857237475697e-05,0.9999180565967886,9.576794639222748e-07,1
1866,n02690373_5465,125,"[2, 0, 2]",2,2,0,2,0.5571251032218307,0.013939350625604224,0.42893554615256513,0
1867,n03417042_8295,125,"[2, 2, 2]",2,2,2,2,0.1294834920207279,0.1450808251750137,0.7254356828042586,2
1868,n02056570_1691,125,"[2, 1, 1]",1,2,1,1,0.3546752141655719,0.598777178436984,0.04654760739744408,1
1869,n04099969_12913,125,"[0, 0, 1]",0,0,0,1,0.9206373738069284,0.05093080797178116,0.028431818221290386,0
1870,n02814533_5110,125,"[2, 2, 2]",2,2,2,2,1.427566422205894e-07,7.433716853128527e-07,0.9999991138716725,2
1871,n02690373_2837,110,"[2, 2, 2]",2,2,2,2,0.00013017881708917076,0.0003325682799155879,0.9995372529029954,2
1872,n03796401_16603,125,"[2, 2, 2]",2,2,2,2,0.011393913569487085,0.00021123435322659275,0.9883948520772865,2
1873,n02124075_5848,125,"[1, 1, 1]",1,1,1,1,0.0050018305867372236,0.9906535762455249,0.004344593167737836,1
1874,n04111531_716,125,"[0, 0, 0]",0,0,0,0,0.762326787304502,0.0009030084194345984,0.23677020427606332,0
1875,n03041632_29862,110,"[0, 0, 0]",0,0,0,0,0.973651437753095,0.020259202636203445,0.006089359610701373,0
1876,n02690373_2217,110,"[2, 2, 2]",2,2,2,2,4.50689033457412e-05,0.001038586556304475,0.9989163445403498,2
1877,n02123394_1756,125,"[2, 1, 1]",1,2,1,1,0.043219817771704576,0.9349872880243906,0.021792894203904872,1
1878,n02708093_8073,110,"[0, 0, 0]",0,0,0,0,0.9842338234460801,0.005977887450501166,0.009788289103418642,0
1879,n02690373_10285,110,"[2, 0, 2]",2,2,0,2,0.17911229959367037,0.001491063564527969,0.8193966368418018,2
1880,n02092339_3174,110,"[0, 1, 1]",1,0,1,1,1.167498011731257e-06,0.9999972119019149,1.6206000732986976e-06,1
1881,n04111531_27,110,"[0, 0, 0]",0,0,0,0,0.9438899304445174,0.010712979181768969,0.04539709037371356,0
1882,n02123597_1601,110,"[1, 1, 1]",1,1,1,1,3.0027270820854047e-07,0.9999996988849491,8.423426629946046e-10,1
1883,n03344393_6713,110,"[2, 0, 2]",2,2,0,2,0.002792682063699943,0.0015835603766655392,0.9956237575596346,2
1884,n02504458_8103,125,"[1, 1, 1]",1,1,1,1,0.00015425324440317503,0.9997653702472156,8.037650838122804e-05,1
1885,n03085013_18763,125,"[0, 0, 0]",0,0,0,0,0.9986535289298573,7.929658863251488e-05,0.001267174481510155,0
1886,n03417042_12013,110,"[2, 2, 2]",2,2,2,2,7.164288044436724e-07,4.146854537898239e-07,0.9999988688857416,2
1887,n04111531_716,110,"[0, 0, 0]",0,0,0,0,0.9984672319117156,6.58960447054475e-06,0.0015261784838137408,0
1888,n01817953_1534,110,"[1, 1, 1]",1,1,1,1,6.153463552463733e-06,0.9999934391368143,4.073996332376286e-07,1
1889,n01582220_9857,110,"[1, 1, 1]",1,1,1,1,5.428378805487475e-05,0.9998707977663869,7.491844555812016e-05,1
1890,n03041632_76163,125,"[0, 0, 2]",0,0,0,2,0.5520703456795648,0.36238227060536377,0.08554738371507145,0
1891,n02102040_4392,125,"[0, 1, 1]",1,0,1,1,0.380946587726117,0.4635524036321651,0.15550100864171804,1
1892,n04111531_409,110,"[0, 0, 0]",0,0,0,0,0.9560507244172972,0.0034036174874475466,0.04054565809525511,0
1893,n02814533_29367,110,"[2, 2, 2]",2,2,2,2,0.0009309219293586124,0.003687613455755313,0.9953814646148864,2
1894,n04579145_6635,110,"[0, 0, 0]",0,0,0,0,0.9999988492589562,1.0815144064548625e-06,6.922663738843125e-08,0
1895,n03085013_7613,125,"[0, 0, 1]",0,0,0,1,0.9186500754958242,0.03664665632689842,0.04470326817727747,0
1896,n02951358_26227,125,"[2, 2, 2]",2,2,2,2,0.0067373613843839785,0.022753694321660484,0.9705089442939553,2
1897,n04467665_13225,110,"[2, 1, 2]",2,2,1,2,0.00014283456553156675,3.499284363774692e-05,0.999822172590831,2
1898,n03100240_6526,110,"[2, 2, 2]",2,2,2,2,0.0001144501283465848,0.00012750410661870244,0.9997580457650348,2
1899,n03085013_6986,125,"[0, 0, 1]",0,0,0,1,0.9962501392136034,0.0002964947087193678,0.003453366077677386,0
1900,n02002556_1936,125,"[1, 1, 1]",1,1,1,1,0.0016039767677986441,0.9980741428748092,0.000321880357392159,1
1901,n03344393_732,110,"[2, 0, 2]",2,2,0,2,0.0014785419529758847,0.04036207369799952,0.9581593843490246,2
1902,n02108000_6970,110,"[1, 1, 1]",1,1,1,1,3.4320927855328286e-05,0.9999567945360003,8.884536144396384e-06,1
1903,n04467665_3298,110,"[2, 2, 2]",2,2,2,2,3.556461406265757e-05,2.022097610190143e-05,0.9999442144098354,2
1904,n04467665_44850,110,"[2, 2, 2]",2,2,2,2,0.0006867320137564439,9.860541479319162e-05,0.9992146625714504,2
1905,n04273569_5276,125,"[2, 2, 2]",2,2,2,2,0.00021392986522166243,0.047622046035877566,0.9521640240989008,2
1906,n02093647_1494,110,"[1, 1, 1]",1,1,1,1,7.591383082666162e-09,0.9999999906533223,1.7552947151887705e-09,1
1907,n02835271_7628,125,"[2, 2, 2]",2,2,2,2,0.0010019057208483283,0.00028956294415147845,0.9987085313350003,2
1908,n03417042_3171,125,"[2, 1, 2]",2,2,1,2,0.07267630747471988,0.42556673350673185,0.5017569590185483,2
1909,n02504458_6602,110,"[0, 1, 1]",1,0,1,1,0.0007442297634738168,0.9990975368818656,0.00015823335466052697,1
1910,n04560804_4138,110,"[0, 0, 0]",0,0,0,0,0.9995957783345873,0.0003970904220392606,7.131243373299613e-06,0
1911,n03417042_2204,110,"[2, 0, 2]",2,2,0,2,0.002898835748581627,0.0006357640808949621,0.9964654001705235,2
1912,n02093859_2564,125,"[2, 1, 1]",1,2,1,1,0.0043652554541006245,0.9939026592218662,0.0017320853240332629,1
1913,n02132136_3466,125,"[2, 1, 1]",1,2,1,1,0.015440990902021423,0.9385683245221355,0.045990684575843176,1
1914,n03100240_17587,110,"[2, 2, 2]",2,2,2,2,0.007216056707755366,0.002356245375268345,0.9904276979169762,2
1915,n02708093_1430,110,"[0, 0, 0]",0,0,0,0,0.9992616107517595,0.0002694928027004493,0.00046889644554000035,0
1916,n04467665_59160,125,"[2, 2, 2]",2,2,2,2,0.00013272156984432072,2.8968874630552538e-05,0.9998383095555251,2
1917,n01824575_3514,125,"[0, 1, 1]",1,0,1,1,2.5496094112186368e-05,0.99996735713631,7.146769577854833e-06,1
1918,n03041632_11495,110,"[0, 0, 0]",0,0,0,0,0.8553932522861017,0.10801621414835107,0.03659053356554703,0
1919,n04273569_6707,110,"[2, 2, 2]",2,2,2,2,2.5492196372442793e-06,0.0016943238544015289,0.9983031269259611,2
1920,n04111531_1708,125,"[0, 0, 2]",0,0,0,2,0.9828444416424474,0.007986441731204401,0.009169116626348143,0
1921,n04111531_9611,125,"[0, 0, 2]",0,0,0,2,0.573127388757884,0.007272150050752976,0.419600461191363,0
1922,n02123394_271,125,"[2, 1, 1]",1,2,1,1,0.0004013577048722135,0.9995733452996001,2.529699552777428e-05,1
1923,n04111531_3671,110,"[0, 0, 0]",0,0,0,0,0.997404478785038,0.0007844870483235046,0.0018110341666384892,0
1924,n03041632_22570,110,"[0, 0, 0]",0,0,0,0,0.7813402176963647,0.01709975282811644,0.20156002947551896,0
1925,n01616318_3247,125,"[0, 1, 1]",1,0,1,1,0.0017592063458426851,0.9858065534938942,0.012434240160263002,1
1926,n04548280_7211,125,"[0, 0, 0]",0,0,0,0,0.9999935576318962,4.733940452044746e-06,1.7084276514504255e-06,0
1927,n02690373_2837,125,"[2, 0, 2]",2,2,0,2,0.00037398572743564164,0.00046978008220162234,0.9991562341903628,2
1928,n02823428_8404,125,"[0, 0, 1]",0,0,0,1,0.9999765391618041,2.2319315842265957e-06,2.1228906611830294e-05,0
1929,n03376595_2716,125,"[0, 0, 1]",0,0,0,1,0.6983758926116127,0.18540943306622165,0.11621467432216558,0
1930,n02090379_1932,110,"[1, 1, 1]",1,1,1,1,0.021244919468494848,0.9750144198358229,0.0037406606956821783,1
1931,n02708093_3601,125,"[0, 0, 0]",0,0,0,0,0.06576083787661396,0.01365549831272108,0.9205836638106648,2
1932,n02504013_6118,110,"[1, 1, 1]",1,1,1,1,1.794235176137081e-05,0.9999802022371385,1.8554111000307626e-06,1
1933,n03796401_23347,125,"[2, 2, 2]",2,2,2,2,9.428638953370332e-05,0.0001536549234642667,0.9997520586870021,2
1934,n03662601_8778,125,"[2, 1, 2]",2,2,1,2,0.006114176897378361,0.043055143776643996,0.9508306793259774,2
1935,n04505470_8828,110,"[0, 0, 0]",0,0,0,0,0.8569532474513417,0.03595055684465684,0.10709619570400142,0
1936,n04099969_1527,110,"[0, 0, 0]",0,0,0,0,0.9999865832896452,1.0736565274359183e-05,2.680145080468026e-06,0
1937,n02124075_10088,125,"[0, 1, 1]",1,0,1,1,2.013602347874462e-07,0.999999771614762,2.702500316375973e-08,1
1938,n02835271_1425,125,"[2, 1, 2]",2,2,1,2,1.6296830986140724e-08,1.6301567150852187e-07,0.9999998206874975,2
1939,n02814533_1934,110,"[2, 0, 2]",2,2,0,2,0.004568933120709771,0.0006729278863997007,0.9947581389928905,2
1940,n02132136_20607,110,"[1, 1, 1]",1,1,1,1,2.505479033756849e-05,0.9999651227344333,9.82247522921548e-06,1
1941,n03085013_5726,125,"[0, 0, 1]",0,0,0,1,0.9993613834036613,0.0002796503588926903,0.0003589662374459658,0
1942,n04111531_5093,110,"[0, 0, 2]",0,0,0,2,0.5719378962192443,0.00011523365018533194,0.4279468701305705,0
1943,n02124075_2643,125,"[1, 1, 1]",1,1,1,1,0.0006157981721686299,0.9993709890511568,1.3212776674637847e-05,1
1944,n02814533_1934,125,"[2, 1, 2]",2,2,1,2,0.2425412279449328,0.031961064851979255,0.725497707203088,2
1945,n03196217_11290,125,"[0, 0, 2]",0,0,0,2,0.9995229478443493,7.619977754942053e-05,0.000400852378101296,0
1946,n03196217_8251,125,"[0, 0, 0]",0,0,0,0,0.9375799889134906,0.028829256813015826,0.03359075427349353,0
1947,n02504013_93,125,"[2, 1, 1]",1,2,1,1,0.002277009620949957,0.9975574084028693,0.00016558197618075378,1
1948,n03041632_76163,110,"[0, 0, 2]",0,0,0,2,0.625747408154276,0.3004722309345481,0.07378036091117589,0
1949,n03417042_9096,110,"[2, 2, 2]",2,2,2,2,0.0013677707181419456,6.762861355195533e-05,0.998564600668306,2
1950,n03041632_42196,110,"[0, 0, 0]",0,0,0,0,0.9971429425675346,0.00026642198766671954,0.0025906354447987477,0
1951,n03085013_3595,125,"[0, 0, 0]",0,0,0,0,0.7888809193719313,0.113547521726229,0.09757155890183972,0
1952,n02690373_4015,125,"[2, 0, 2]",2,2,0,2,0.042519271389279405,0.3766009772904497,0.580879751320271,2
1953,n02791124_2057,110,"[0, 0, 0]",0,0,0,0,0.9566661357145732,0.028584991094537736,0.014748873190888972,0
1954,n04560804_14491,125,"[0, 0, 1]",0,0,0,1,0.26961417824341266,0.7059121809459569,0.024473640810630186,1
1955,n02690373_5374,110,"[2, 2, 2]",2,2,2,2,1.2518027799090719e-08,4.337618741528516e-07,0.9999995537200981,2
1956,n02814533_82674,125,"[2, 0, 2]",2,2,0,2,0.6416451841711561,0.003628320531617739,0.3547264952972261,0
1957,n02092339_3174,125,"[1, 1, 1]",1,1,1,1,2.3632285423757836e-07,0.9999995238271433,2.398500025473514e-07,1
1958,n02708093_4783,110,"[0, 0, 0]",0,0,0,0,0.8269174027845808,0.12777580559388285,0.04530679162153624,0
1959,n02823428_334,110,"[0, 0, 0]",0,0,0,0,0.9999654655749138,9.276970896666419e-06,2.525745418953521e-05,0
1960,n02835271_21558,110,"[2, 2, 2]",2,2,2,2,0.0010289530102083858,0.0009731808663277642,0.9979978661234636,2
1961,n02504458_1600,125,"[2, 1, 1]",1,2,1,1,9.940642507720731e-06,0.9999789178471057,1.114151038662874e-05,1
1962,n04467665_51054,125,"[2, 1, 2]",2,2,1,2,0.4905484951363765,0.003031001007460477,0.5064205038561631,2
1963,n04111531_8537,110,"[0, 0, 0]",0,0,0,0,0.9532647667407422,0.030442631966979716,0.016292601292277793,0
1964,n02123159_6483,125,"[1, 1, 1]",1,1,1,1,0.0004270628902549896,0.9994531081813329,0.00011982892841199334,1
1965,n02690373_9086,110,"[2, 2, 2]",2,2,2,2,6.651304149493793e-07,5.031148171612459e-07,0.999998831754768,2
1966,n02690373_3139,110,"[2, 2, 2]",2,2,2,2,7.474577807223197e-06,0.005313153175805871,0.9946793722463868,2
1967,n04591713_2032,110,"[0, 0, 1]",0,0,0,1,0.9968829486081093,0.002379573170103121,0.0007374782217875479,0
1968,n01531178_2725,125,"[0, 1, 1]",1,0,1,1,0.0005052953665901547,0.999257122405694,0.0002375822277160623,1
1969,n02133161_2166,125,"[0, 1, 1]",1,0,1,1,0.017273504684809083,0.951249685249232,0.0314768100659589,1
1970,n02096437_1559,125,"[0, 1, 1]",1,0,1,1,4.532236672040067e-06,0.9999917528826234,3.714880704558466e-06,1
1971,n02113712_913,125,"[0, 1, 1]",1,0,1,1,4.642548101994722e-05,0.9999484933084994,5.081210480475863e-06,1
1972,n03100240_3205,110,"[2, 2, 2]",2,2,2,2,5.1579601571132625e-05,5.5079582366790736e-05,0.999893340816062,2
1973,n04285008_11688,110,"[2, 2, 2]",2,2,2,2,0.0010030176551065891,0.0006547963628974502,0.9983421859819959,2
1974,n02100735_10276,125,"[0, 1, 1]",1,0,1,1,0.0071798454047758255,0.9838369339924754,0.008983220602748818,1
1975,n03041632_42472,125,"[0, 0, 2]",0,0,0,2,0.9999980269006656,4.1323240735684476e-07,1.5598669271453291e-06,0
1976,n03376595_3181,125,"[0, 0, 2]",0,0,0,2,0.9837064039271349,0.008440771884909437,0.007852824187955633,0
1977,n03937543_5703,125,"[0, 0, 0]",0,0,0,0,0.9979505029437147,0.0020171393195648375,3.2357736720323556e-05,0
1978,n03376595_4242,125,"[0, 0, 2]",0,0,0,2,0.5541059142501545,0.34295118374368416,0.10294290200616141,0
1979,n03796401_16472,125,"[2, 2, 2]",2,2,2,2,1.5175466659391042e-05,1.7689208391340953e-05,0.9999671353249492,2
1980,n02025239_3073,110,"[1, 1, 1]",1,1,1,1,5.85884277804082e-16,0.9999999999999644,3.4931545282080386e-14,1
1981,n03792782_4067,110,"[2, 2, 2]",2,2,2,2,0.000567681095988929,0.011545576735348784,0.9878867421686625,2
1982,n02123597_1601,125,"[1, 1, 1]",1,1,1,1,2.5021794808964248e-06,0.999997474290106,2.3530412941900997e-08,1
1983,n02823428_8404,110,"[0, 0, 2]",0,0,0,2,0.9999999713199124,2.2162462813268958e-09,2.6463841280846595e-08,0
1984,n04111531_16583,125,"[0, 0, 2]",0,0,0,2,0.9130242247883984,0.0650560968168911,0.021919678394710422,0
1985,n02504458_6931,110,"[2, 1, 1]",1,2,1,1,0.015952311507836173,0.9809543903006493,0.003093298191514423,1
1986,n04111531_10436,125,"[0, 0, 0]",0,0,0,0,0.699886320810026,0.033443780254743316,0.2666698989352308,0
1987,n04285008_16670,110,"[2, 2, 2]",2,2,2,2,0.09264391220678403,0.02465756706990802,0.8826985207233079,2
1988,n02090721_5305,125,"[2, 1, 1]",1,2,1,1,0.00029636747868238547,0.9990814535564085,0.0006221789649090728,1
1989,n03041632_13509,125,"[0, 0, 2]",0,0,0,2,0.4257051167489038,0.38482726266597084,0.1894676205851252,0
1990,n02835271_17617,110,"[2, 1, 2]",2,2,1,2,2.4181623598364798e-05,6.877587751058564e-05,0.999907042498891,2
1991,n02025239_7274,110,"[1, 1, 1]",1,1,1,1,2.9457096245387505e-07,0.9999975414807318,2.1639483055912124e-06,1
1992,n02134084_22426,110,"[1, 1, 1]",1,1,1,1,5.347503316793802e-07,0.9999992454793574,2.197703109312482e-07,1
1993,n01530575_3903,110,"[1, 1, 1]",1,1,1,1,1.1191698955542474e-07,0.9999998744499348,1.3633075504337296e-08,1
1994,n03417042_12509,110,"[2, 2, 2]",2,2,2,2,7.13113500807155e-09,7.581536202303095e-10,0.9999999921107113,2
1995,n04560804_14781,110,"[0, 0, 1]",0,0,0,1,0.8394264699498731,0.13766078579258761,0.022912744257539266,0
1996,n02708093_2530,110,"[0, 0, 0]",0,0,0,0,0.9999981639332742,1.4008778107517443e-06,4.351889151837023e-07,0
1997,n03376595_9650,110,"[0, 0, 2]",0,0,0,2,0.5989036820585101,0.05093550568678701,0.35016081225470275,0
1998,n04111531_10555,110,"[0, 0, 2]",0,0,0,2,0.5983609622561028,0.014006765628061827,0.3876322721158357,0
1999,n02791124_12832,125,"[0, 0, 1]",0,0,0,1,0.9999020536429525,2.9583941165523606e-05,6.836241588186456e-05,0
2000,n02690373_2447,125,"[2, 2, 2]",2,2,2,2,0.021308253617269825,0.16043488220591529,0.8182568641768146,2
2001,n04505470_2389,110,"[0, 0, 0]",0,0,0,0,0.9993945606122133,0.00015362328824532675,0.0004518160995412344,0
2002,n02504013_15825,110,"[1, 1, 1]",1,1,1,1,4.092936160927712e-06,0.9999956555657851,2.514980539468631e-07,1
2003,n03796401_7179,125,"[0, 0, 2]",0,0,0,2,0.09238312949806309,0.008523528435142633,0.8990933420667943,2
2004,n02113023_14422,110,"[1, 1, 1]",1,1,1,1,0.018470686305297065,0.9791118610510547,0.002417452643648165,1
2005,n03796401_8037,110,"[2, 2, 2]",2,2,2,2,1.600346148616914e-06,1.0324099875269032e-06,0.9999973672438639,2
2006,n03196217_3086,125,"[0, 0, 0]",0,0,0,0,0.18090956254849064,0.006110992698169887,0.8129794447533395,2
2007,n02791124_11523,125,"[0, 1, 1]",1,0,1,1,0.507489536707456,0.04232298698550435,0.45018747630703965,0
2008,n03662601_12995,110,"[2, 2, 2]",2,2,2,2,0.028705270001178177,0.011009289465140537,0.9602854405336814,2
2009,n04111531_1362,110,"[0, 0, 1]",0,0,0,1,0.8896935250329916,0.05800360967160775,0.05230286529540071,0
2010,n04612504_4199,110,"[2, 2, 2]",2,2,2,2,3.259239655987858e-07,5.353418290789555e-06,0.9999943206577435,2
2011,n03792782_11921,125,"[2, 1, 2]",2,2,1,2,0.008271020951527557,0.020434493575123284,0.9712944854733492,2
2012,n04548280_3531,110,"[0, 0, 0]",0,0,0,0,0.9999840908922463,8.121641007717755e-06,7.78746674598968e-06,0
2013,n04429376_8105,110,"[0, 0, 1]",0,0,0,1,0.9956975941598459,0.004242390669017791,6.0015171136396274e-05,0
2014,n02708093_2361,125,"[0, 0, 0]",0,0,0,0,0.7247465665527474,0.005754271593375438,0.2694991618538771,0
2015,n02708093_1675,125,"[0, 0, 1]",0,0,0,1,0.9697505819585265,0.008839317082444636,0.021410100959028726,0
2016,n04111531_1004,110,"[0, 0, 0]",0,0,0,0,0.9057254598563896,0.045584002475323085,0.048690537668287424,0
2017,n02133161_1427,110,"[1, 1, 1]",1,1,1,1,0.07983896246955705,0.7125971728864224,0.2075638646440204,1
2018,n02123394_513,125,"[1, 1, 1]",1,1,1,1,0.006070867705371309,0.9929647966706155,0.0009643356240131074,1
2019,n03100240_4173,125,"[2, 2, 2]",2,2,2,2,0.0002486347446677534,0.00026806739885783525,0.9994832978564744,2
2020,n03085013_20877,125,"[0, 0, 2]",0,0,0,2,0.9989411291417984,0.0006649887958073495,0.00039388206239392935,0
2021,n04548280_8246,125,"[0, 0, 0]",0,0,0,0,0.9999973868182437,1.1069313792707644e-06,1.5062503772203511e-06,0
2022,n02123394_4666,125,"[0, 1, 1]",1,0,1,1,0.00041984785198221134,0.999330505533451,0.000249646614566673,1
2023,n02690373_6319,125,"[2, 2, 2]",2,2,2,2,4.7993995234784293e-05,0.00034396558454544547,0.9996080404202198,2
2024,n02951358_4999,125,"[2, 0, 2]",2,2,0,2,0.9462087106980205,0.0453545570481118,0.008436732253867624,0
2025,n03376595_7959,125,"[0, 0, 1]",0,0,0,1,0.21225222421922088,0.751960556257756,0.035787219523022995,1
2026,n03792782_51686,110,"[2, 2, 2]",2,2,2,2,0.02357666866422391,0.05711229847388487,0.9193110328618912,2
